,Station_Type,Activated,Station_ID,Station_Name,T_Status,Num_Transfer,Num_Atm,Num_Cstore,Num_Med,Num_Ele,Num_Sec,Num_High,All_School,Num_POI,Num_Park,Num_Village,Income_Gross,Income_Average,Population,Child,Adult,Old_Age,Young_Adult,Middle_Age,Child_Dep,Old_Dep,Higher_Edu,Sec_Edu,Ele_Edu,Uneducated,Male,Married,Immigrant,Birth,Vol_All,Vol_Workday,Weekend,Median_Rent,Num_Cafe,Num_Drink,Num_Bar,Num_Gym,Num_Lodging,Cat_Vol,Cat_Rent,Cat_Cafe,Cat_Drink,Cat_Bar,Cat_Gym,Cat_Lodging,Cat_Cafe_Pre,Potential
230,TyMrt,0,GE05,中壢體育園區站(規劃中),N,1.0,4,4,1,17,1,1,19,1,1,74,7383.26,936.96,28333.0,14.51,72.34,13.15,29.86,36.94,20.05,18.18,33.31,45.01,6.54,0.47,49.05,43.08,4.22,0.97,0.0,0.0,0.0,734.0,7.0,4.0,6.0,2.0,0.0,0.0,1,3,1,1,0,0,0,-3.0
231,TyMrt,0,GA1,埔頂新光站(規劃中),N,1.0,2,1,0,5,0,0,5,0,0,24,1955.31,832.05,9205.0,15.12,72.99,11.82,31.58,35.94,20.72,16.19,27.12,47.91,8.85,0.75,50.02,43.11,6.67,1.18,0.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0
232,TyMrt,0,GA2,仁善國小站(規劃中),N,1.0,5,5,0,8,0,0,8,0,1,21,1534.63,811.54,7611.0,14.98,72.84,12.14,30.98,36.15,20.56,16.67,26.15,48.69,9.2,0.79,50.24,42.45,5.91,1.08,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0
233,TyMrt,0,GA3,埔頂轉運站站(規劃中),N,1.0,4,2,2,5,1,0,6,2,1,17,1190.88,803.56,5953.0,14.65,72.35,12.97,30.37,36.05,20.25,17.92,26.41,48.21,9.73,0.87,50.19,42.52,4.79,1.01,0.0,0.0,0.0,512.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0.0
234,TyMrt,0,BRH2,桃園巨蛋站(規劃中),N,1.0,10,5,5,19,3,0,22,1,5,70,8060.92,944.45,30234.0,14.78,72.01,13.23,29.41,36.98,20.53,18.37,32.09,44.97,7.45,0.53,48.81,42.87,4.7,0.92,0.0,0.0,0.0,689.0,2.0,2.0,3.0,6.0,0.0,0.0,1,1,0,0,1,0,1,0.0
235,TyMrt,0,BRH3,大同路口站(規劃中),N,1.0,16,7,35,21,4,0,25,1,3,51,4891.43,900.82,19387.0,14.3,72.34,13.36,29.79,37.07,19.77,18.47,30.62,46.46,7.87,0.57,49.3,42.66,4.85,0.92,0.0,0.0,0.0,727.0,3.0,5.0,0.0,1.0,0.0,0.0,1,1,1,0,0,0,1,0.0
236,TyMrt,0,BRH4,振興路口站(規劃中),N,1.0,5,1,0,7,0,0,7,1,2,20,1975.28,845.22,8647.0,13.7,72.22,14.05,30.36,36.54,18.98,19.46,27.89,48.38,9.12,0.71,50.14,42.47,4.9,0.99,0.0,0.0,0.0,728.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0
237,TyMrt,0,BRH5,嶺頂站(規劃中),N,1.0,3,2,0,4,0,0,4,0,1,10,899.96,822.63,4048.0,14.35,72.85,12.8,31.37,36.04,19.7,17.57,26.58,48.96,9.21,0.72,50.32,43.18,4.97,1.01,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0
238,TyMrt,0,BRH6,大棟橋站(規劃中),N,1.0,0,0,0,2,0,0,2,0,0,16,1236.55,769.48,5872.0,12.72,75.44,11.85,31.91,38.03,16.86,15.71,26.57,51.21,8.8,0.56,49.85,42.22,5.07,0.82,0.0,0.0,0.0,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0
239,TyMrt,0,BRH7,龍華街口站(規劃中),N,1.0,15,9,7,14,2,1,17,1,1,45,4169.53,791.48,18507.0,13.46,75.86,10.67,31.9,38.47,17.74,14.07,27.79,50.98,7.28,0.4,49.21,42.35,4.12,0.82,0.0,0.0,0.0,857.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0
240,TyMrt,0,O01,山子頂站(規劃中),N,1.0,5,3,5,12,0,0,12,0,2,19,1886.64,830.75,8358.0,14.8,73.57,11.69,32.12,35.92,20.12,15.89,28.2,48.67,7.81,0.47,50.11,44.04,4.26,1.14,0.0,0.0,0.0,906.0,4.0,1.0,1.0,0.0,0.0,0.0,1,2,0,0,0,0,0,-2.0
241,TyMrt,0,O02,南勢站(規劃中),N,1.0,8,6,6,9,1,0,10,0,4,27,2613.75,848.62,11110.0,14.33,73.48,12.23,31.87,35.99,19.5,16.65,29.3,48.19,7.65,0.48,50.05,44.24,3.92,1.09,0.0,0.0,0.0,541.0,1.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0
242,TyMrt,0,O03,平鎮站(規劃中),N,1.0,8,3,2,15,2,0,17,1,7,60,6512.43,965.23,23966.0,15.13,72.15,12.74,30.17,36.45,20.96,17.66,34.12,44.17,6.1,0.38,49.31,43.69,4.5,1.0,0.0,0.0,0.0,681.0,3.0,0.0,0.0,2.0,2.0,0.0,1,1,0,0,0,0,0,-1.0
243,TyMrt,0,O04,褒忠祠站(規劃中),N,1.0,14,10,10,20,5,0,25,0,8,54,5831.41,972.39,21236.0,14.88,72.16,12.96,29.94,36.67,20.62,17.97,34.47,44.03,6.08,0.4,49.25,43.67,4.44,0.99,0.0,0.0,0.0,718.0,5.0,3.0,1.0,2.0,1.0,0.0,1,2,0,0,0,0,1,-1.0
244,TyMrt,0,O05,中壢高中站(規劃中),N,1.0,20,10,16,16,5,0,21,3,3,50,5563.66,984.54,20003.0,14.92,72.26,12.81,29.85,36.85,20.65,17.73,34.95,43.72,5.87,0.39,49.11,43.59,4.59,0.98,0.0,0.0,0.0,956.0,7.0,3.0,1.0,2.0,2.0,0.0,1,3,0,0,0,0,1,-2.0
245,TyMrt,0,O06_A21,環北站(規劃中),M,1.9999999999999998,8,5,17,10,3,0,13,1,2,55,6250.5,980.62,22603.0,15.72,71.78,12.5,29.68,36.6,21.91,17.41,34.67,43.26,5.81,0.38,48.99,43.44,4.51,0.99,0.0,0.0,0.0,1000.0,14.0,0.0,7.0,4.0,2.0,0.0,1,4,0,1,1,0,1,-3.0
246,TyMrt,0,O07,新街站(規劃中),N,1.0,15,12,6,10,0,1,11,2,6,69,7523.97,959.2,27868.0,15.13,72.29,12.56,29.81,36.93,20.93,17.37,34.05,44.14,6.09,0.42,48.91,43.22,4.29,0.98,0.0,0.0,0.0,785.0,8.0,2.0,5.0,6.0,1.0,0.0,1,3,0,0,1,0,2,-1.0
247,TyMrt,0,O08,忠福站(規劃中),N,1.0,5,5,1,8,2,0,10,0,0,54,5796.29,961.08,21367.0,15.14,72.32,12.51,29.71,37.06,20.93,17.31,34.09,44.05,6.1,0.44,48.84,43.13,4.07,0.95,0.0,0.0,0.0,883.0,4.0,0.0,0.0,1.0,0.0,0.0,1,2,0,0,0,0,0,-2.0
248,TyMrt,0,O09,文化站(規劃中),N,1.0,10,7,2,8,1,0,9,1,4,36,4451.7,949.19,16796.0,15.07,73.56,11.34,30.6,37.24,20.49,15.41,32.61,45.09,6.48,0.54,49.05,43.2,4.17,1.02,0.0,0.0,0.0,896.0,4.0,0.0,0.0,1.0,0.0,0.0,1,2,0,0,0,0,0,-2.0
249,TyMrt,0,O10,龍山站(規劃中),N,1.0,3,1,0,3,0,0,3,0,0,36,4527.83,944.68,17217.0,15.27,73.68,11.03,30.48,37.3,20.73,14.97,32.36,45.08,6.59,0.53,49.07,42.8,4.28,1.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0
250,TyMrt,0,O11,龍安站(規劃中),N,1.0,4,5,2,5,0,0,5,1,4,40,5084.82,963.76,18704.0,14.91,73.42,11.66,30.1,37.4,20.31,15.88,33.2,44.5,6.73,0.55,49.06,43.07,4.34,0.97,0.0,0.0,0.0,780.0,1.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0.0
251,TyMrt,0,O12,中福站(規劃中),N,1.0,6,2,0,12,3,0,15,0,7,66,8529.87,1021.05,29400.0,15.25,72.45,12.33,28.79,37.68,21.05,17.02,34.22,43.45,6.46,0.47,48.55,42.94,4.52,0.91,0.0,0.0,0.0,883.0,3.0,2.0,2.0,1.0,0.0,0.0,1,1,0,0,0,0,0,-1.0
252,TyMrt,0,O13,埔子站(規劃中),N,1.0,5,3,2,16,3,0,19,0,7,70,9903.34,1044.44,33027.0,15.11,73.14,11.77,28.84,38.22,20.66,16.09,34.57,43.69,6.01,0.46,48.43,42.99,4.54,0.91,0.0,0.0,0.0,733.0,4.0,0.0,2.0,3.0,1.0,0.0,1,2,0,0,0,0,0,-2.0
253,TyMrt,0,O15,大檜溪站(規劃中),N,1.0,19,10,22,18,3,0,21,0,6,56,7549.68,1052.66,24999.0,15.36,72.47,12.18,28.45,37.93,21.2,16.81,34.25,43.59,6.18,0.46,48.27,42.96,4.68,0.9,0.0,0.0,0.0,900.0,4.0,0.0,3.0,2.0,2.0,0.0,1,2,0,0,0,0,3,1.0
254,Train,1,1010,萬華站,N,1.0,32,15,35,35,7,0,42,8,12,141,17835.42,1115.2,51587.0,12.94,69.3,17.78,26.0,38.77,18.67,25.65,37.58,41.42,7.38,0.52,48.32,43.95,5.27,0.76,8.923,9.256,24.51,1333.0,14.0,1.0,3.0,4.0,7.0,6.0,2,4,0,0,1,1,4,0.0
255,Train,1,950,五堵站,N,1.0,3,3,2,13,2,0,15,1,2,34,3329.86,920.61,11852.0,11.5,75.51,13.0,27.72,42.36,15.23,17.22,31.41,49.2,7.22,0.54,49.0,42.81,4.86,0.7,3.512,3.785,21.56,615.0,1.0,0.0,0.0,2.0,0.0,5.0,1,0,0,0,0,0,0,0.0
256,Train,1,960,汐止站,N,1.0,21,12,43,29,4,0,33,3,3,36,4032.82,943.35,13604.0,10.73,76.3,12.98,27.71,43.37,14.07,17.01,32.82,49.13,6.69,0.5,48.59,43.21,5.26,0.7,19.952,20.827,24.02,1208.0,3.0,3.0,3.0,7.0,0.0,7.0,2,1,0,0,2,0,3,2.0
257,Train,1,970,汐科站,N,1.0,16,10,5,15,2,0,17,1,1,39,4607.48,970.81,14838.0,10.39,76.25,13.37,27.62,43.62,13.62,17.54,33.97,48.4,6.67,0.47,48.54,43.87,5.52,0.67,17.414,19.605,18.06,2499.0,7.0,1.0,1.0,5.0,0.0,7.0,4,3,0,0,1,0,1,-2.0
258,Train,1,1030,浮洲站,N,1.0,16,13,8,11,3,1,15,0,3,149,14340.0,879.22,57293.0,12.81,73.57,13.61,29.61,38.8,17.41,18.5,30.52,48.1,7.97,0.47,48.92,43.23,3.75,0.74,5.355,5.574,24.23,857.0,0.0,0.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0.0
259,Train,1,1040,樹林站,N,1.0,40,21,64,35,4,0,39,0,8,71,6982.21,839.11,29367.0,12.97,75.17,11.85,30.67,39.09,17.26,15.76,28.84,49.61,7.97,0.46,49.33,42.65,3.87,0.77,30.021,30.044,27.17,1037.0,8.0,6.0,2.0,4.0,0.0,7.0,2,3,1,0,1,0,3,0.0
260,Train,1,1050,南樹林站,N,1.0,5,4,0,9,1,0,10,0,2,41,4159.66,845.46,17424.0,13.23,74.98,11.79,30.34,38.86,17.64,15.72,27.88,50.11,8.18,0.46,49.6,42.67,3.62,0.76,2.135,2.145,26.87,726.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0.0
261,Train,1,1060,山佳站,N,1.0,6,3,3,5,0,0,5,0,5,22,2317.01,905.79,8931.0,14.59,74.06,11.33,29.57,38.75,19.7,15.3,29.34,48.05,7.4,0.47,49.54,43.97,4.25,0.78,2.793,2.747,28.45,613.0,0.0,0.0,0.0,1.0,0.0,5.0,1,0,0,0,0,0,0,0.0
262,Train,1,1070,鶯歌站,N,1.0,14,11,25,4,0,0,4,5,2,25,2797.12,940.21,11500.0,16.18,72.43,11.4,28.49,38.14,22.34,15.74,30.38,46.04,6.84,0.46,49.03,42.85,4.97,0.83,17.312,17.482,26.5,829.0,4.0,3.0,1.0,1.0,1.0,7.0,1,2,0,0,0,0,1,-1.0
263,Train,1,7290,福隆站,N,1.0,6,3,1,2,0,0,2,2,2,3,38.39,710.93,271.0,5.9,70.48,24.35,21.77,44.28,8.38,34.55,16.61,52.4,20.3,5.17,50.92,49.08,1.48,0.37,1.72,1.501,34.83,,2.0,2.0,1.0,0.0,1.0,4.0,0,1,0,0,0,0,0,-1.0
264,Train,1,7300,貢寮站,N,1.0,6,3,1,2,0,0,2,2,2,3,38.39,710.93,271.0,5.9,70.48,24.35,21.77,44.28,8.38,34.55,16.61,52.4,20.3,5.17,50.92,49.08,1.48,0.37,0.407,0.403,27.48,,2.0,2.0,1.0,0.0,1.0,3.0,0,1,0,0,0,0,0,-1.0
265,Train,1,7310,雙溪站,N,1.0,4,2,4,2,2,0,4,1,0,8,89.27,804.23,500.0,7.0,66.8,26.6,21.0,40.2,10.48,39.82,18.0,51.0,17.6,6.0,54.0,42.8,2.6,0.2,1.725,1.664,29.33,,3.0,0.0,0.0,0.0,1.0,4.0,0,1,0,0,0,0,0,-1.0
266,Train,1,7320,牡丹站,N,1.0,0,0,0,2,0,0,2,0,0,6,72.4,832.18,401.0,7.23,66.58,26.43,20.7,40.4,10.86,39.7,17.96,50.87,17.71,5.99,53.87,41.9,2.49,0.25,0.28300000000000003,0.257,33.04,,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0.0
267,Train,1,7330,三貂嶺站,N,1.0,0,0,0,0,0,0,0,1,0,5,23.09,888.08,133.0,5.26,70.68,24.06,22.56,44.36,7.45,34.04,15.04,56.39,18.8,4.51,56.39,42.11,3.76,0.75,0.155,0.123,42.27,,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0.0
268,Train,1,7331,大華站,N,1.0,0,0,0,0,0,0,0,1,0,4,16.34,653.6,133.0,4.51,63.91,31.58,15.79,45.86,7.06,49.41,12.03,59.4,18.8,6.02,57.14,44.36,3.76,0.0,0.018000000000000002,0.015,39.17,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0
269,Train,1,7332,十分站,N,1.0,1,0,1,2,0,0,2,1,0,6,26.4,676.92,206.0,4.85,64.56,30.58,17.96,44.17,7.52,47.37,11.65,60.19,17.48,6.31,56.31,44.17,3.88,0.0,3.213,3.103,30.16,1500.0,3.0,1.0,1.0,0.0,0.0,5.0,2,1,0,0,0,0,0,-1.0
270,Train,1,7333,望古站,N,1.0,0,0,0,0,0,0,0,0,1,7,35.55,683.65,255.0,5.49,65.1,29.8,18.43,43.14,8.43,45.78,12.16,59.22,16.86,6.27,55.29,43.14,3.53,0.0,0.034,0.03,35.44,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0
271,Train,1,7334,嶺腳站,N,1.0,0,0,0,0,0,0,0,1,0,7,30.4,646.81,210.0,6.19,67.14,27.62,19.52,42.86,9.22,41.13,12.86,59.52,16.67,5.24,55.71,42.38,2.86,0.0,0.058,0.053,34.05,,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0
272,Train,1,7335,平溪站,N,1.0,4,3,2,2,1,0,3,8,0,8,35.53,670.38,247.0,5.67,66.4,28.34,18.62,43.32,8.54,42.68,12.55,58.7,18.22,5.26,56.28,44.53,2.83,0.0,1.034,0.903,37.09,827.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0.0
273,Train,10,7336,青桐站,N,1.0,1,0,0,2,1,0,3,3,1,7,33.47,669.4,234.0,5.98,66.24,28.21,18.38,43.16,9.03,42.58,12.39,58.55,18.38,5.13,55.98,44.02,2.56,0.0,0.0,0.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0
274,Train,1,7350,猴硐站,N,1.0,1,1,0,0,0,0,0,4,0,10,242.95,786.25,1052.0,10.17,72.15,17.68,27.38,39.45,14.1,24.51,19.49,53.9,13.5,2.66,50.48,39.54,3.14,0.57,1.616,1.469,33.77,400.0,4.0,0.0,0.0,0.0,0.0,4.0,0,2,0,0,0,0,0,-2.0
275,Train,1,7360,瑞芳站,N,1.0,17,10,18,8,1,0,9,0,0,16,557.55,745.39,2788.0,10.22,74.21,15.6,28.55,40.14,13.77,21.02,21.13,54.23,12.09,1.97,49.71,40.39,4.09,0.65,12.97,13.062,26.84,1000.0,3.0,1.0,1.0,0.0,5.0,6.0,1,1,0,0,0,0,0,-1.0
276,Train,1,7362,八斗子站,N,1.0,0,0,0,2,0,0,2,1,0,16,913.3,775.96,4412.0,10.92,76.52,12.53,29.65,41.12,14.28,16.38,25.91,53.72,8.39,0.88,49.71,41.14,6.07,0.68,0.54,0.472,37.42,,3.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,0,-1.0
277,Train,1,7380,四腳亭站,N,1.0,4,2,3,8,0,0,8,0,1,29,1362.45,783.47,6067.0,11.01,72.39,16.6,27.16,40.33,15.21,22.93,26.65,51.38,9.71,1.01,49.73,40.98,4.8,0.56,1.198,1.286,21.84,600.0,0.0,0.0,0.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0.0
278,Train,1,900,基隆站,N,1.0,38,44,44,20,4,0,24,5,3,102,4037.07,825.91,16974.0,10.17,71.35,18.48,26.07,40.59,14.26,25.9,27.66,51.67,9.2,0.98,49.72,41.29,4.54,0.51,16.021,15.914,27.66,1333.0,24.0,14.0,19.0,6.0,1.0,6.0,2,4,4,3,1,0,4,0.0
279,Train,1,910,三坑站,N,1.0,13,12,20,12,2,0,14,0,2,101,3792.08,820.09,15964.0,10.09,71.02,18.89,25.84,40.57,14.2,26.6,27.81,51.5,9.31,1.0,49.64,41.14,4.54,0.49,2.728,2.841,24.21,790.0,16.0,3.0,13.0,6.0,3.0,5.0,1,4,0,2,1,0,1,-3.0
280,Train,1,920,八堵站,N,1.0,3,4,2,6,3,0,9,0,1,70,3052.53,826.57,12704.0,11.31,70.83,17.86,25.83,40.12,15.97,25.22,27.57,50.83,9.19,0.87,49.4,41.2,4.57,0.49,4.698,4.952,23.28,1050.0,0.0,0.0,0.0,0.0,0.0,5.0,2,0,0,0,0,0,0,0.0
281,Train,1,930,七堵站,N,1.0,12,11,10,11,2,0,13,1,3,25,1423.04,778.47,6178.0,10.75,73.91,15.41,28.29,40.47,14.54,20.85,26.56,51.8,10.02,0.78,50.23,41.74,3.82,0.58,11.911,12.672,22.55,763.0,1.0,1.0,0.0,1.0,0.0,6.0,1,0,0,0,0,0,0,0.0
282,Train,1,940,百福站,N,1.0,3,5,3,10,1,0,11,0,1,19,1257.56,778.19,5413.0,11.58,75.1,13.38,28.97,40.62,15.42,17.81,26.75,51.41,9.42,0.72,49.81,41.9,3.93,0.68,4.99,5.274,23.07,529.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0.0
283,Train,1,7361,海科館站,N,1.0,4,6,2,3,0,0,3,4,3,14,874.32,780.64,4193.0,10.92,76.7,12.33,29.74,41.19,14.24,16.08,26.19,53.68,8.18,0.83,49.73,41.28,6.22,0.69,1.317,1.263,31.13,,3.0,1.0,0.0,0.0,1.0,4.0,0,1,0,0,0,0,0,-1.0
284,Train,1,7390,暖暖站,N,1.0,5,6,2,9,3,0,12,1,2,54,2392.29,808.75,10402.0,11.44,71.25,17.34,26.11,40.28,16.06,24.34,26.56,51.1,9.78,0.97,49.63,40.86,4.87,0.53,0.746,0.8079999999999999,21.1,656.0,2.0,0.0,0.0,0.0,0.0,3.0,1,1,0,0,0,0,0,-1.0
285,Train,1,1080,桃園站,N,1.0,46,28,23,15,1,0,16,3,6,82,9636.34,958.55,35502.0,14.87,72.16,12.98,29.45,37.07,20.6,17.99,32.68,44.47,7.28,0.52,48.72,42.96,4.69,0.94,56.716,54.895,29.55,1000.0,18.0,0.0,15.0,8.0,9.0,8.0,1,4,0,2,2,1,4,0.0
286,Train,1,1090,內壢站,N,1.0,24,10,35,24,4,0,28,1,7,41,4659.4,919.01,18384.0,15.19,73.9,10.89,30.67,37.36,20.56,14.74,31.6,45.89,6.61,0.52,49.09,42.31,4.34,1.0,17.659000000000006,17.773,26.74,911.0,8.0,0.0,1.0,4.0,0.0,7.0,1,3,0,0,1,0,3,0.0
287,Train,1,1100,中壢站,N,1.0,48,20,84,17,2,1,20,4,7,66,7350.4,964.75,27016.0,15.0,72.33,12.67,29.99,36.79,20.74,17.52,34.26,44.18,6.01,0.4,49.05,43.44,4.41,0.99,54.13399999999999,50.87300000000001,31.6,1226.0,14.0,0.0,18.0,6.0,6.0,8.0,2,4,0,3,1,0,4,0.0
288,Train,1,1110,埔心站,N,1.0,11,7,17,8,4,0,12,0,1,22,2448.05,900.35,9608.0,16.29,73.84,9.86,32.26,35.72,22.06,13.35,31.2,46.25,5.88,0.36,49.67,44.04,5.25,1.13,11.217,11.444,25.74,540.0,3.0,4.0,0.0,1.0,0.0,6.0,1,1,1,0,0,0,1,0.0
289,Train,1,1120,楊梅站,N,1.0,17,7,25,16,2,0,18,1,3,23,1982.07,886.83,7830.0,15.44,73.44,11.05,31.14,36.27,21.03,15.04,30.57,47.31,6.08,0.52,49.89,43.75,4.8,1.05,10.173,10.156,27.35,900.0,3.0,8.0,0.0,2.0,1.0,6.0,1,1,2,0,0,0,1,0.0
290,Train,1,1130,富岡站,N,1.0,5,3,1,3,0,0,3,2,3,4,254.92,804.16,1154.0,12.05,72.27,15.51,30.42,35.96,16.67,21.46,27.73,48.61,9.79,1.56,52.17,46.36,3.38,1.13,3.457,3.388,28.7,994.0,0.0,2.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0.0
291,Train,1,1140,新富站,N,1.0,1,0,0,0,0,0,0,0,0,3,195.53,804.65,872.0,11.93,71.9,15.94,30.62,35.67,16.59,22.17,27.98,48.28,9.98,1.61,51.83,46.33,2.98,1.15,0.153,0.152,27.64,,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0.0
